442,1024,0.300000,5.000000,0.010000,2.034192,2.140455,2.136626,2.045880,2.114807,2.167547,2.092400,2.092431,2.133106,2.049911,2.039463,2.157398,2.144105,2.056020,2.023582,2.157509,1.965339,2.042284,2.057207,2.174669,2.059001,2.014462,2.092540,2.153431,2.026961,2.169014,2.049935,2.052777,2.009420,2.068029
442,2048,0.300000,5.000000,0.010000,2.597555,2.427486,2.449621,2.473668,2.531888,2.421770,2.558115,2.526624,2.447472,2.397014,2.481276,2.466294,2.512488,2.473153,2.403214,2.472712,2.485170,2.365027,2.434795,2.512999,2.528196,2.421572,2.498264,2.454193,2.490640,2.430098,2.527586,2.448251,2.421132,2.370700
442,4096,0.300000,5.000000,0.010000,3.617612,3.533876,3.563398,3.644457,3.421851,3.492996,3.513532,3.634670,3.633557,3.526362,3.494751,3.402933,3.494144,3.405772,3.403183,3.602175,3.465003,3.411663,3.429641,3.431784,3.481877,3.501656,3.388263,3.541459,3.536263,3.421793,3.459927,3.397302,3.471360,3.475803
442,5120,0.300000,5.000000,0.010000,3.942930,3.900668,4.133435,4.064423,4.069477,3.970764,4.081564,4.097616,4.115876,4.029475,4.175072,4.007172,4.022325,4.137545,4.142651,4.105630,4.078786,4.048633,4.039944,4.061381,4.001368,4.066207,3.998999,4.145111,3.949028,3.954971,4.123602,3.960167,4.016760,3.987473
442,3072,0.300000,5.000000,0.010000,3.055723,3.081290,3.174491,3.023030,3.100907,3.020081,2.928713,3.095165,3.101282,3.112928,3.051541,3.086101,2.961156,3.048951,3.153226,3.163524,3.156312,3.031416,2.936437,3.116259,3.102578,3.044791,3.026829,3.021866,2.979333,2.975262,3.068515,3.043460,3.076598,2.919533
1291,1024,0.300000,5.000000,0.010000,6.252642,5.807019,5.909644,5.974992,6.019442,5.753658,5.798307,6.074219,5.892257,5.699540,5.735297,5.823805,5.780331,5.861806,5.986055,5.888809,5.871901,6.073939,5.910054,5.801460,6.051320,5.803670,5.775843,5.887850,5.851052,5.988370,5.887634,5.979929,5.939550,5.637213
1291,2048,0.300000,5.000000,0.010000,7.338775,7.168840,7.276098,7.695691,7.315907,7.212292,7.020473,7.199592,7.184766,7.599568,7.165046,7.340663,7.203635,7.247134,7.159526,7.040817,7.457806,7.226987,7.333775,7.157238,7.353778,7.762654,7.241997,7.219078,7.334892,7.513639,7.160970,7.671151,7.106013,7.565533
1291,4096,0.300000,5.000000,0.010000,9.538201,9.575293,9.916445,9.146963,9.424359,9.533199,9.810898,9.992075,9.708504,9.428385,9.586864,9.517902,9.328663,9.371655,9.223104,9.375391,9.616733,9.783335,9.940547,9.762928,9.711553,10.455316,9.592879,9.765799,9.719312,9.712146,10.028612,9.675898,9.644325,9.838840
1291,3072,0.300000,5.000000,0.010000,9.216621,9.522263,9.691088,10.044873,9.657736,10.008115,9.613087,9.477697,9.515556,9.808144,9.692285,9.776643,9.510328,9.683479,9.581504,9.975245,9.666918,9.604162,9.816618,10.095791,9.361620,9.875494,9.197366,9.407631,9.682520,9.944036,9.539039,9.998846,9.611103,9.614130
1291,5120,0.300000,5.000000,0.010000,11.959635,12.281510,12.191692,11.919279,11.898615,11.963757,12.059309,11.392801,12.246807,11.853385,11.906049,11.744072,11.962122,12.366233,11.826123,12.044611,12.014959,12.038900,11.948685,11.997840,12.331181,12.148954,11.927972,12.046539,11.817404,11.940292,12.123160,11.829821,12.009513,12.406355
