24104,5120,0.300000,5.000000,0.010000,275.430720,271.569146,286.439773,270.536970,276.615220,268.356950,273.230151,265.935617,270.889617,277.294397
24104,5120,0.300000,5.000000,0.010000,290.206438,282.652137,262.397662,271.300033,276.527859,274.613371,273.304384,274.771004,267.502681,259.626814,265.451434,252.283285,258.911026,272.104448,283.452762,405.732678,413.796253,273.991995,272.550620,270.558743
