24104,5120,0.300000,5.000000,0.010000,72827,72700,72759,72883,72840,72687,72658,72641,72691,72824
24104,5120,0.300000,5.000000,0.010000,72929,72667,72628,72726,72861,72775,72566,72856,72771,72667,72835,72710,72824,72803,72629,72804,72720,72610,72838,73020
