1291,1024,0.300000,5.000000,0.010000,7.747080,7.545948,4.502981,4.369141,4.903197,4.719072,4.949170,4.712480,5.283481,4.782598,4.194207,4.729865,5.154058,4.662646,4.780161,4.308946,5.516678,4.674781,5.177689,4.745597,4.422607,4.306863,4.556522,4.659150,4.678547,4.626628,4.337292,4.674413,4.795594,4.769994
1291,2048,0.300000,5.000000,0.010000,9.166954,5.112131,5.191535,5.285034,5.576528,5.564106,5.781689,5.814670,5.409443,5.524631,5.323372,6.080514,5.221674,5.826827,5.239789,6.001991,5.413286,5.656519,5.452233,5.738772,5.794096,5.378853,5.507417,5.468463,5.617967,6.014788,5.599769,5.761731,5.396381,5.608086
1291,3072,0.300000,5.000000,0.010000,11.747788,6.826760,6.415499,5.915653,5.953795,6.250905,6.256399,6.056519,6.274155,6.323977,6.041289,6.223490,6.015346,6.592858,6.029736,6.001496,6.460614,6.082443,6.158347,6.243811,6.229118,6.087362,6.325400,6.131256,6.227679,5.914547,6.357772,5.873178,6.007729,6.910307
1291,4096,0.300000,5.000000,0.010000,12.528725,8.543025,6.860088,6.608316,6.814905,6.841292,6.482383,6.610441,6.461008,6.754524,6.850978,7.657118,6.587655,6.647254,6.772657,6.176668,6.581761,6.518629,6.745206,6.550243,7.035451,6.795246,6.940461,6.886025,6.412541,6.502810,6.663273,6.670193,6.718828,6.626421
1291,5120,0.300000,5.000000,0.010000,12.492564,10.729524,11.435536,10.372436,10.824451,10.685659,10.682881,10.324711,10.033708,11.215353,10.452242,10.563379,10.532521,10.435903,11.202996,10.638296,10.711621,10.199877,10.428956,10.237145,11.289285,10.975454,10.611071,10.317838,10.202276,10.577511,10.525653,10.962490,10.729467,10.530933
1655,1024,0.300000,5.000000,0.010000,10.080531,5.857990,6.337298,6.135214,6.178345,5.735530,6.014200,6.012149,6.324266,6.665285,6.963603,7.451388,6.489470,6.057371,6.219648,8.542806,6.599990,6.473417,5.848489,7.255393,6.054947,6.270323,6.380156,6.508207,6.195920,6.077227,6.980938,5.890141,5.744019,6.594342
1655,2048,0.300000,5.000000,0.010000,10.390069,6.510999,6.896119,6.840662,6.445905,6.799900,6.486698,7.008686,6.605551,6.603530,6.889307,7.335648,7.599865,8.078570,8.412073,7.416821,7.203913,7.101060,6.913292,6.824761,6.900380,6.995705,7.212609,6.989585,7.145943,6.806105,7.300007,7.508817,7.695400,7.367052
1655,3072,0.300000,5.000000,0.010000,12.148648,7.763748,7.664654,7.209723,7.782904,7.593332,8.036744,7.584235,7.509676,7.484637,8.410692,8.700148,7.931726,10.332631,7.238447,7.275355,8.163299,7.785309,6.981091,8.420859,8.494912,7.683061,6.971856,7.595673,7.671097,7.614606,7.353783,7.569617,7.475706,7.680695
1655,4096,0.300000,5.000000,0.010000,14.085537,17.888778,11.301173,11.895485,11.247386,12.326783,18.721615,18.241228,11.291060,11.266497,12.319477,11.018665,11.861675,12.475913,11.252878,10.918768,10.948945,11.328576,19.195844,19.635950,11.380020,18.811586,11.424622,10.899375,12.160080,11.407582,11.198927,11.972417,11.391202,11.951199
1655,5120,0.300000,5.000000,0.010000,16.608995,12.896880,12.242806,12.126594,12.321635,12.251484,12.646627,19.483584,11.982817,12.590237,12.401184,13.043147,12.546566,12.890237,18.804696,12.161038,12.577872,19.586023,19.710906,12.083365,12.124192,12.209675,11.692335,12.341419,12.506501,12.484320,12.166534,12.513568,12.686773,12.486104
2103,1024,0.300000,5.000000,0.010000,10.678807,7.242314,16.376518,7.627702,8.308975,7.364579,7.242343,7.957794,8.098512,14.623565,7.114304,7.483000,7.141058,6.769387,7.392460,7.521438,7.217932,6.672025,7.123171,7.564071,7.599822,7.379089,7.542866,6.468797,6.971430,7.573850,7.832822,7.370541,7.814212,7.666513
2103,2048,0.300000,5.000000,0.010000,12.280682,8.400930,8.132419,8.298947,9.291118,9.132451,8.769668,8.776238,8.120731,8.743952,9.449348,8.328009,8.630204,8.140294,8.710165,8.189513,8.720856,8.905957,8.550306,8.691589,8.853952,8.714160,7.834536,8.927513,8.624867,9.439482,8.237556,8.352373,8.160790,8.591330
2103,4096,0.300000,5.000000,0.010000,17.023179,13.727462,13.002867,12.880106,13.157544,14.063272,12.998260,12.436888,13.184779,13.045648,13.351822,13.442238,13.360051,12.423997,12.958633,13.077906,12.776617,12.705990,12.895452,14.226043,13.024153,12.404753,12.939884,13.521460,12.275681,13.330377,14.146695,13.370756,13.123310,13.604068
2103,5120,0.300000,5.000000,0.010000,18.158933,14.861435,14.638433,14.038360,13.973349,14.789735,14.231179,14.231600,13.952035,14.185411,15.265538,13.803104,14.212459,14.625485,13.946489,14.078086,14.558359,14.113074,14.920687,14.183983,14.412036,14.136922,14.325900,15.333655,14.118928,14.016829,14.725584,14.533680,14.261475,14.725188
2103,3072,0.300000,5.000000,0.010000,15.097368,15.972360,11.307001,11.908486,11.684747,11.887769,12.475778,11.869676,11.590714,12.287835,11.954472,11.713753,11.955769,12.659815,11.968115,11.160028,11.963508,12.033858,11.764526,12.368854,12.083890,12.246355,12.239970,11.556199,12.089876,11.629126,11.227214,12.214202,11.674852,11.941472
