442,5120,0.300000,5.000000,0.010000,20187,20220,20192,20533,20175,19998,20284,20302,20205,20235,20158,20217,20293,20205,19982,20152,20204,20227,20294,20197,20008,20014,20171,20157,20129,20220,20016,20141,20185,20210
442,1024,0.300000,5.000000,0.010000,51780,52161,52384,51939,52038,52686,52396,52102,52059,52421,51945,51962,52331,53022,52539,52025,52095,52710,52598,52502,52246,52122,51662,51873,52259,52337,51768,52431,52753,51830
442,2048,0.300000,5.000000,0.010000,52762,51649,51879,52181,52276,52335,52364,52074,52347,52043,52471,52331,52395,51557,51887,51681,52203,51778,52807,52717,51841,52246,51757,52660,51838,51493,51313,51678,51946,52328
442,4096,0.300000,5.000000,0.010000,51948,51687,51701,52502,52313,51684,51336,51456,52069,51669,52012,52072,52133,52411,51453,52412,52544,52094,51565,51504,52293,51747,51976,51805,52071,52726,51626,51701,52282,51355
442,5120,0.300000,5.000000,0.010000,51064,51225,51044,51774,51099,51006,51183,51175,51242,51946,51185,51480,51170,51237,51270,51483,51058,51086,51659,51440,51108,51196,51007,51262,51104,51763,51122,51358,51103,51567
1291,1024,0.300000,5.000000,0.010000,53962,53139,54054,54062,54127,54550,54498,54457,53957,52696,54492,52859,53139,53260,54158,54332,54288,53611,55821,53638,53661,54314,53720,53110,54455,53953,53912,54181,53645,54259
1291,2048,0.300000,5.000000,0.010000,53767,52297,54458,54625,53717,54106,52767,54873,52389,53906,54248,52883,52014,52856,52633,53909,53085,55111,52902,53432,52401,54127,54193,53820,54235,53391,53823,53952,52464,53635
1291,4096,0.300000,5.000000,0.010000,53819,52906,54209,54523,53756,52806,52693,53087,52625,53399,52930,53572,51784,53787,53712,53613,54197,54041,53672,53789,52657,54031,53700,53466,53366,54086,51980,53768,52967,53324
1291,5120,0.300000,5.000000,0.010000,52551,51519,52697,52465,53356,53342,51682,52012,52854,53693,52526,52809,52087,53009,53058,51763,52726,53280,52441,52847,51499,51768,52478,51532,52361,53095,51741,53301,52440,52853
1291,5120,0.300000,5.000000,0.010000,52551,51519,52697,52465,53356,53342,51682,52012,52854,53693,52526,52809,52087,53009,53058,51763,52726,53280,52441,52847,51499,51768,52478,51532,52361,53095,51741,53301,52440,52853
1655,5120,0.300000,5.000000,0.010000,63681,63789,63761,63413,63916,63688,63984,63386,63819,64055,63556,63914,63543,63669,64178,63817,63842,64351,63985,63637,63893,63856,63654,63606,64029,63838,63418,64414,63689,63722
1655,4096,0.300000,5.000000,0.010000,63669,63591,63914,63536,63711,63442,63900,63571,64039,64186,63762,63749,63777,64614,63952,64018,63792,64199,63841,63615,63567,63995,63582,63441,64419,64124,63767,63912,63614,64040
1655,3072,0.300000,5.000000,0.010000,64095,63813,63424,63979,64117,63580,64007,63723,63627,63879,63895,63423,63627,64235,63587,63765,63610,64018,63474,63898,63882,64510,64285,63870,63690,63741,63618,64082,63613,64166
1655,2048,0.300000,5.000000,0.010000,63615,63808,63902,64026,64319,64185,63995,63762,64443,64044,64028,63555,63385,64162,64248,63746,64014,63849,64113,64235,64149,64650,64455,64130,63912,64235,63841,64231,63889,63449
1655,1024,0.300000,5.000000,0.010000,64377,64240,64891,63930,64578,64041,63542,63972,64328,64161,63560,64004,64445,64317,64570,64115,64857,64343,63598,64100,64648,64897,64207,64740,64465,64281,64548,64507,65124,64393
2103,5120,0.300000,5.000000,0.010000,81446,81477,81520,81513,81512,81714,81435,81463,81509,81550,81377,81533,81448,81584,81639,81455,81457,81622,81575,81590,81633,81512,81509,81494,81448,81463,81563,82450,81536,81512
2103,4096,0.300000,5.000000,0.010000,81369,81575,81668,81387,81554,81407,81548,81405,81575,81474,81660,81520,81374,81490,81499,81478,81404,81647,81481,81596,81508,81741,81467,81524,81575,81558,81503,81466,81587,81602
